Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Sales
33504.0,2024-01-07,CUST377,Male,23.0,Clothing,3.0,215.0,645.0,
51327.0,2024-01-07,CUST980,Female,25.0,Groceries,2.0,86.0,172.0,
98721.0,2024-01-07,CUST192,Male,26.0,Groceries,1.0,219.0,219.0,
46187.0,2024-01-07,CUST788,Male,30.0,Electronics,3.0,426.0,1278.0,
93092.0,2024-01-07,CUST693,Female,29.0,Electronics,1.0,226.0,226.0,
84127.0,2024-01-07,CUST735,Female,59.0,Electronics,3.0,496.0,1488.0,
94328.0,2024-01-07,CUST258,Male,58.0,Beauty,1.0,214.0,214.0,
56116.0,2024-01-07,CUST527,Female,46.0,Groceries,1.0,65.0,65.0,
42534.0,2024-01-07,CUST599,Female,39.0,Furniture,4.0,149.0,596.0,
96036.0,2024-01-07,CUST157,Female,38.0,Groceries,3.0,278.0,834.0,
81686.0,2024-01-07,CUST927,Female,32.0,Clothing,1.0,398.0,398.0,
94008.0,2024-01-07,CUST138,Female,25.0,Electronics,1.0,103.0,103.0,
90003.0,2024-01-08,CUST444,Female,25.0,Clothing,1.0,405.0,405.0,
77700.0,2024-01-08,CUST967,Female,50.0,Groceries,2.0,51.0,102.0,
46359.0,2024-01-08,CUST929,Female,62.0,Clothing,3.0,322.0,966.0,
49887.0,2024-01-08,CUST660,Male,45.0,Furniture,4.0,236.0,944.0,
74840.0,2024-01-08,CUST839,Female,19.0,Clothing,3.0,404.0,1212.0,
29621.0,2024-01-08,CUST802,Female,56.0,Groceries,4.0,466.0,1864.0,
30044.0,2024-01-08,CUST998,Female,43.0,Clothing,3.0,493.0,1479.0,
97444.0,2024-01-08,CUST386,Female,38.0,Furniture,2.0,300.0,600.0,
24590.0,2024-01-08,CUST652,Male,64.0,Electronics,3.0,79.0,237.0,
60146.0,2024-01-08,CUST209,Female,63.0,Electronics,3.0,73.0,219.0,
88448.0,2024-01-08,CUST283,Male,22.0,Electronics,1.0,180.0,180.0,
26980.0,2024-01-08,CUST118,Female,46.0,Clothing,1.0,190.0,190.0,
12720.0,2024-01-08,CUST966,Male,20.0,Furniture,1.0,321.0,321.0,
17352.0,2024-01-08,CUST970,Male,22.0,Clothing,2.0,227.0,454.0,
82584.0,2024-01-08,CUST434,Female,43.0,Beauty,4.0,304.0,1216.0,
30485.0,2024-01-08,CUST307,Female,63.0,Beauty,3.0,385.0,1155.0,
25566.0,2024-01-09,CUST268,Female,26.0,Electronics,1.0,68.0,68.0,
99186.0,2024-01-09,CUST957,Female,47.0,Groceries,1.0,364.0,364.0,
36319.0,2024-01-09,CUST625,Female,30.0,Groceries,4.0,68.0,272.0,
96784.0,2024-01-09,CUST600,Male,48.0,Beauty,1.0,33.0,33.0,
39303.0,2024-01-09,CUST865,Female,32.0,Electronics,4.0,337.0,1348.0,
85086.0,2024-01-09,CUST174,Female,51.0,Beauty,1.0,15.0,15.0,
68040.0,2024-01-10,CUST293,Male,50.0,Beauty,2.0,454.0,908.0,
48370.0,2024-01-10,CUST364,Female,19.0,Clothing,2.0,462.0,924.0,
32758.0,2024-01-10,CUST724,Male,18.0,Beauty,1.0,169.0,169.0,
88398.0,2024-01-10,CUST248,Female,36.0,Clothing,3.0,263.0,789.0,
27258.0,2024-01-10,CUST874,Male,54.0,Beauty,3.0,270.0,810.0,
71012.0,2024-01-10,CUST642,Male,62.0,Clothing,1.0,335.0,335.0,
96852.0,2024-01-10,CUST688,Male,63.0,Beauty,1.0,150.0,150.0,
14200.0,2024-01-10,CUST769,Male,43.0,Beauty,3.0,452.0,1356.0,
93254.0,2024-01-11,CUST432,Male,32.0,Clothing,3.0,388.0,1164.0,
83785.0,2024-01-11,CUST228,Female,36.0,Electronics,4.0,302.0,1208.0,
61549.0,2024-01-11,CUST467,Male,51.0,Furniture,1.0,316.0,316.0,
69839.0,2024-01-11,CUST764,Male,34.0,Groceries,2.0,36.0,72.0,
50481.0,2024-01-11,CUST431,Male,29.0,Clothing,2.0,409.0,818.0,
56609.0,2024-01-11,CUST837,Male,18.0,Clothing,4.0,208.0,832.0,
40134.0,2024-01-11,CUST281,Male,23.0,Electronics,3.0,454.0,1362.0,
66643.0,2024-01-11,CUST694,Male,41.0,Clothing,2.0,352.0,704.0,
24713.0,2024-01-11,CUST872,Male,32.0,Clothing,2.0,491.0,982.0,
21044.0,2024-01-11,CUST686,Male,37.0,Electronics,1.0,135.0,135.0,
11577.0,2024-01-11,CUST542,Male,58.0,Electronics,4.0,211.0,844.0,
75231.0,2024-01-11,CUST259,Male,61.0,Clothing,3.0,363.0,1089.0,
97870.0,2024-01-11,CUST785,Male,29.0,Beauty,1.0,235.0,235.0,
62581.0,2024-01-11,CUST936,Male,37.0,Furniture,1.0,493.0,493.0,
88563.0,2024-01-12,CUST689,Male,55.0,Electronics,4.0,494.0,1976.0,
16328.0,2024-01-12,CUST828,Female,29.0,Furniture,1.0,406.0,406.0,
87861.0,2024-01-12,CUST206,Female,34.0,Furniture,3.0,159.0,477.0,
51907.0,2024-01-12,CUST397,Male,63.0,Clothing,2.0,122.0,244.0,
85480.0,2024-01-12,CUST269,Female,30.0,Groceries,3.0,317.0,951.0,
93314.0,2024-01-12,CUST296,Female,49.0,Clothing,1.0,461.0,461.0,
81713.0,2024-01-12,CUST794,Male,51.0,Groceries,1.0,462.0,462.0,
89437.0,2024-01-12,CUST725,Female,46.0,Clothing,4.0,449.0,1796.0,
59183.0,2024-01-12,CUST803,Male,47.0,Clothing,1.0,219.0,219.0,
60328.0,2024-01-12,CUST282,Female,42.0,Furniture,4.0,22.0,88.0,
79429.0,2024-01-12,CUST899,Female,56.0,Electronics,2.0,407.0,814.0,
60075.0,2024-01-12,CUST609,Female,18.0,Groceries,3.0,265.0,795.0,
51943.0,2024-01-12,CUST757,Female,51.0,Groceries,4.0,312.0,1248.0,
80565.0,2024-01-12,CUST797,Female,52.0,Furniture,1.0,419.0,419.0,
80692.0,2024-01-13,CUST491,Female,27.0,Groceries,4.0,383.0,1532.0,
92826.0,2024-01-13,CUST235,Male,47.0,Electronics,2.0,177.0,354.0,
47416.0,2024-01-13,CUST150,Female,42.0,Clothing,1.0,203.0,203.0,
11839.0,2024-01-13,CUST943,Female,49.0,Groceries,4.0,440.0,1760.0,
80714.0,2024-01-13,CUST294,Female,23.0,Electronics,1.0,158.0,158.0,
14348.0,2024-01-13,CUST476,Male,19.0,Beauty,2.0,222.0,444.0,
54421.0,2024-01-13,CUST793,Male,52.0,Beauty,2.0,481.0,962.0,
52962.0,2024-01-13,CUST876,Male,49.0,Furniture,3.0,385.0,1155.0,
57007.0,2024-01-13,CUST437,Female,63.0,Furniture,3.0,397.0,1191.0,
24477.0,2024-01-13,CUST883,Female,25.0,Beauty,4.0,288.0,1152.0,
41500.0,2024-01-13,CUST856,Female,33.0,Groceries,4.0,286.0,1144.0,
57431.0,2024-01-13,CUST165,Female,47.0,Clothing,3.0,14.0,42.0,
76136.0,2024-01-14,CUST513,Male,56.0,Electronics,1.0,426.0,426.0,
81291.0,2024-01-14,CUST565,Female,37.0,Furniture,2.0,210.0,420.0,
42157.0,2024-01-14,CUST138,Female,62.0,Electronics,2.0,366.0,732.0,
15925.0,2024-01-14,CUST422,Male,53.0,Electronics,3.0,413.0,1239.0,
99637.0,2024-01-14,CUST222,Male,62.0,Clothing,1.0,113.0,113.0,
63230.0,2024-01-14,CUST254,Female,27.0,Clothing,1.0,169.0,169.0,
68889.0,2024-01-14,CUST184,Female,53.0,Furniture,2.0,275.0,550.0,
65920.0,2024-01-14,CUST225,Female,56.0,Furniture,2.0,86.0,172.0,
71762.0,2024-01-14,CUST780,Male,38.0,Groceries,4.0,139.0,556.0,
86172.0,2024-01-14,CUST648,Male,37.0,Furniture,3.0,59.0,177.0,
89275.0,2024-01-14,CUST390,Male,64.0,Electronics,3.0,356.0,1068.0,
32347.0,2024-01-14,CUST865,Male,64.0,Furniture,2.0,317.0,634.0,
20111.0,2024-01-14,CUST664,Male,42.0,Furniture,4.0,24.0,96.0,
54058.0,2024-01-14,CUST275,Male,33.0,Beauty,2.0,224.0,448.0,
38512.0,2024-01-14,CUST820,Male,45.0,Groceries,2.0,173.0,346.0,
19848.0,2024-01-14,CUST117,Male,35.0,Beauty,2.0,490.0,980.0,
21980.0,2024-01-14,CUST515,Female,61.0,Electronics,2.0,239.0,478.0,
39536.0,2024-01-14,CUST154,Male,60.0,Furniture,4.0,184.0,736.0,
27562.0,2024-01-14,CUST465,Male,56.0,Groceries,1.0,196.0,196.0,
44347.0,2024-01-15,CUST222,Male,46.0,Clothing,2.0,129.0,258.0,
58052.0,2024-01-15,CUST594,Female,39.0,Groceries,2.0,482.0,964.0,
79950.0,2024-01-15,CUST115,Female,28.0,Groceries,4.0,135.0,540.0,
70208.0,2024-01-15,CUST290,Male,31.0,Furniture,3.0,382.0,1146.0,
58870.0,2024-01-15,CUST699,Male,39.0,Electronics,4.0,314.0,1256.0,
61459.0,2024-01-15,CUST891,Male,32.0,Furniture,3.0,404.0,1212.0,
47434.0,2024-01-15,CUST278,Male,60.0,Clothing,1.0,229.0,229.0,
67305.0,2024-01-16,CUST168,Male,29.0,Clothing,4.0,107.0,428.0,
37001.0,2024-01-16,CUST718,Female,52.0,Electronics,2.0,147.0,294.0,
74695.0,2024-01-16,CUST672,Female,28.0,Electronics,1.0,94.0,94.0,
81787.0,2024-01-16,CUST265,Male,21.0,Electronics,1.0,27.0,27.0,
41434.0,2024-01-16,CUST831,Female,62.0,Clothing,1.0,391.0,391.0,
58030.0,2024-01-16,CUST892,Male,25.0,Furniture,3.0,242.0,726.0,
71780.0,2024-01-16,CUST337,Male,23.0,Clothing,4.0,173.0,692.0,
96335.0,2024-01-16,CUST830,Female,23.0,Groceries,2.0,316.0,632.0,
81612.0,2024-01-16,CUST524,Female,46.0,Beauty,4.0,241.0,964.0,
99392.0,2024-01-16,CUST722,Female,55.0,Clothing,4.0,41.0,164.0,
99392.0,2024-01-16,CUST131,Male,54.0,Clothing,2.0,187.0,374.0,
86393.0,2024-01-16,CUST817,Male,26.0,Beauty,2.0,304.0,608.0,
21757.0,2024-01-16,CUST587,Female,28.0,Groceries,3.0,145.0,435.0,
73720.0,2024-01-16,CUST372,Male,44.0,Electronics,2.0,279.0,558.0,
94256.0,2024-01-16,CUST273,Male,42.0,Clothing,3.0,249.0,747.0,
93836.0,2024-01-16,CUST112,Female,29.0,Beauty,4.0,230.0,920.0,
50545.0,2024-01-16,CUST133,Male,46.0,Beauty,3.0,138.0,414.0,
85349.0,2024-01-16,CUST834,Male,43.0,Electronics,1.0,429.0,429.0,
91594.0,2024-01-17,CUST975,Female,54.0,Clothing,2.0,148.0,296.0,
91318.0,2024-01-17,CUST581,Female,45.0,Electronics,2.0,160.0,320.0,
20336.0,2024-01-17,CUST125,Female,25.0,Furniture,4.0,228.0,912.0,
48832.0,2024-01-17,CUST604,Male,20.0,Beauty,3.0,445.0,1335.0,
88018.0,2024-01-17,CUST190,Male,25.0,Beauty,3.0,50.0,150.0,
10157.0,2024-01-18,CUST933,Male,21.0,Electronics,4.0,21.0,84.0,
18752.0,2024-01-18,CUST441,Male,31.0,Beauty,1.0,252.0,252.0,
12216.0,2024-01-18,CUST371,Female,21.0,Electronics,3.0,419.0,1257.0,
57784.0,2024-01-18,CUST263,Female,21.0,Groceries,2.0,423.0,846.0,
78218.0,2024-01-18,CUST465,Male,54.0,Groceries,3.0,223.0,669.0,
64551.0,2024-01-18,CUST863,Female,50.0,Furniture,4.0,47.0,188.0,
92295.0,2024-01-18,CUST414,Female,24.0,Groceries,1.0,439.0,439.0,
55246.0,2024-01-18,CUST760,Female,21.0,Beauty,3.0,409.0,1227.0,
70515.0,2024-01-19,CUST361,Female,53.0,Furniture,3.0,11.0,33.0,
67770.0,2024-01-19,CUST857,Female,42.0,Electronics,4.0,136.0,544.0,
43843.0,2024-01-19,CUST154,Male,57.0,Electronics,3.0,268.0,804.0,
67272.0,2024-01-19,CUST743,Male,55.0,Beauty,2.0,326.0,652.0,
86284.0,2024-01-19,CUST771,Male,50.0,Beauty,4.0,373.0,1492.0,
14895.0,2024-01-19,CUST707,Male,28.0,Furniture,1.0,137.0,137.0,
68280.0,2024-01-19,CUST861,Female,60.0,Clothing,3.0,416.0,1248.0,
18274.0,2024-01-19,CUST649,Female,53.0,Furniture,3.0,148.0,444.0,
92414.0,2024-01-19,CUST245,Male,46.0,Furniture,4.0,304.0,1216.0,
84241.0,2024-01-20,CUST399,Male,53.0,Clothing,1.0,470.0,470.0,
35841.0,2024-01-20,CUST252,Male,18.0,Groceries,2.0,321.0,642.0,
34333.0,2024-01-20,CUST275,Female,37.0,Electronics,1.0,422.0,422.0,
23197.0,2024-01-20,CUST274,Male,22.0,Furniture,2.0,332.0,664.0,
31811.0,2024-01-20,CUST713,Female,59.0,Clothing,4.0,41.0,164.0,
23238.0,2024-01-21,CUST456,Female,37.0,Groceries,3.0,256.0,768.0,
19092.0,2024-01-21,CUST922,Female,20.0,Clothing,1.0,31.0,31.0,
23033.0,2024-01-21,CUST925,Male,28.0,Beauty,4.0,74.0,296.0,
24297.0,2024-01-21,CUST953,Female,40.0,Groceries,2.0,323.0,646.0,
59521.0,2024-01-21,CUST783,Female,50.0,Electronics,2.0,453.0,906.0,
82317.0,2024-01-21,CUST275,Female,62.0,Furniture,1.0,237.0,237.0,
56079.0,2024-01-21,CUST784,Male,33.0,Groceries,3.0,336.0,1008.0,
59404.0,2024-01-21,CUST453,Male,20.0,Groceries,2.0,304.0,608.0,
85747.0,2024-01-21,CUST186,Female,23.0,Furniture,2.0,47.0,94.0,
55400.0,2024-01-21,CUST122,Female,31.0,Electronics,1.0,457.0,457.0,
86465.0,2024-01-21,CUST885,Female,44.0,Clothing,3.0,481.0,1443.0,
30944.0,2024-01-21,CUST664,Female,63.0,Electronics,3.0,270.0,810.0,
11686.0,2024-01-21,CUST188,Female,50.0,Electronics,1.0,11.0,11.0,
68833.0,2024-01-21,CUST568,Male,42.0,Groceries,2.0,185.0,370.0,
79201.0,2024-01-22,CUST228,Female,61.0,Groceries,1.0,100.0,100.0,
68302.0,2024-01-22,CUST226,Male,40.0,Electronics,3.0,166.0,498.0,
86366.0,2024-01-22,CUST786,Female,47.0,Groceries,3.0,312.0,936.0,
56046.0,2024-01-22,CUST483,Male,41.0,Furniture,3.0,194.0,582.0,
65113.0,2024-01-22,CUST455,Female,28.0,Clothing,1.0,40.0,40.0,
60991.0,2024-01-22,CUST883,Female,41.0,Groceries,2.0,382.0,764.0,
72291.0,2024-01-22,CUST567,Male,21.0,Clothing,1.0,53.0,53.0,
55669.0,2024-01-22,CUST811,Male,64.0,Electronics,1.0,225.0,225.0,
62224.0,2024-01-22,CUST709,Female,48.0,Clothing,1.0,395.0,395.0,
55069.0,2024-01-22,CUST741,Female,44.0,Furniture,3.0,429.0,1287.0,
39995.0,2024-01-22,CUST452,Female,21.0,Electronics,1.0,43.0,43.0,
89199.0,2024-01-22,CUST433,Female,58.0,Furniture,2.0,280.0,560.0,
49262.0,2024-01-22,CUST313,Female,53.0,Clothing,4.0,241.0,964.0,
86254.0,2024-01-22,CUST249,Female,60.0,Groceries,2.0,290.0,580.0,
15871.0,2024-01-22,CUST509,Female,55.0,Clothing,1.0,356.0,356.0,
31334.0,2024-01-22,CUST230,Male,46.0,Electronics,3.0,205.0,615.0,
13988.0,2024-01-22,CUST614,Male,30.0,Beauty,2.0,291.0,582.0,
47976.0,2024-01-23,CUST822,Male,55.0,Clothing,4.0,220.0,880.0,
74934.0,2024-01-23,CUST143,Male,22.0,Beauty,1.0,445.0,445.0,
11486.0,2024-01-23,CUST692,Female,47.0,Beauty,3.0,308.0,924.0,
13296.0,2024-01-23,CUST624,Male,59.0,Groceries,3.0,226.0,678.0,
23412.0,2024-01-23,CUST482,Male,45.0,Furniture,4.0,415.0,1660.0,
45501.0,2024-01-23,CUST881,Male,29.0,Clothing,1.0,350.0,350.0,
73370.0,2024-01-23,CUST729,Female,38.0,Beauty,2.0,288.0,576.0,
96703.0,2024-01-23,CUST376,Female,60.0,Beauty,4.0,472.0,1888.0,
56917.0,2024-01-23,CUST300,Female,54.0,Furniture,2.0,255.0,510.0,
30399.0,2024-01-23,CUST102,Male,43.0,Clothing,2.0,93.0,186.0,
13883.0,2024-01-23,CUST192,Male,19.0,Furniture,3.0,416.0,1248.0,
95443.0,2024-01-24,CUST936,Male,33.0,Electronics,4.0,338.0,1352.0,
51084.0,2024-01-24,CUST265,Male,57.0,Furniture,3.0,209.0,627.0,
57828.0,2024-01-24,CUST951,Male,54.0,Furniture,3.0,463.0,1389.0,
15428.0,2024-01-24,CUST372,Male,29.0,Furniture,3.0,119.0,357.0,
75906.0,2024-01-24,CUST347,Male,54.0,Furniture,1.0,372.0,372.0,
31408.0,2024-01-24,CUST408,Male,63.0,Clothing,3.0,455.0,1365.0,
29517.0,2024-01-24,CUST485,Male,49.0,Clothing,3.0,483.0,1449.0,
15470.0,2024-01-24,CUST924,Female,36.0,Beauty,1.0,96.0,96.0,
22306.0,2024-01-24,CUST564,Female,62.0,Furniture,1.0,481.0,481.0,
48851.0,2024-01-24,CUST724,Female,31.0,Beauty,2.0,296.0,592.0,
11880.0,2024-01-24,CUST165,Female,43.0,Groceries,1.0,120.0,120.0,
97722.0,2024-01-24,CUST600,Male,24.0,Electronics,1.0,390.0,390.0,
13071.0,2024-01-24,CUST870,Female,24.0,Beauty,3.0,38.0,114.0,
99076.0,2024-01-24,CUST694,Male,27.0,Furniture,3.0,43.0,129.0,
86416.0,2024-01-25,CUST350,Female,63.0,Groceries,2.0,250.0,500.0,
56129.0,2024-01-25,CUST902,Female,40.0,Beauty,3.0,77.0,231.0,
29002.0,2024-01-25,CUST722,Male,19.0,Beauty,1.0,475.0,475.0,
75351.0,2024-01-25,CUST324,Male,30.0,Electronics,1.0,318.0,318.0,
21319.0,2024-01-25,CUST282,Male,38.0,Groceries,2.0,364.0,728.0,
72793.0,2024-01-25,CUST655,Female,26.0,Furniture,3.0,51.0,153.0,
85821.0,2024-01-25,CUST903,Male,26.0,Groceries,3.0,150.0,450.0,
68030.0,2024-01-26,CUST510,Male,56.0,Furniture,4.0,444.0,1776.0,
84721.0,2024-01-26,CUST332,Female,29.0,Furniture,3.0,434.0,1302.0,
33347.0,2024-01-26,CUST908,Male,26.0,Furniture,4.0,132.0,528.0,
49689.0,2024-01-26,CUST687,Male,24.0,Groceries,4.0,176.0,704.0,
71532.0,2024-01-26,CUST157,Female,27.0,Groceries,1.0,176.0,176.0,
73514.0,2024-01-26,CUST910,Male,23.0,Beauty,1.0,144.0,144.0,
31501.0,2024-01-26,CUST939,Female,18.0,Electronics,1.0,467.0,467.0,
22839.0,2024-01-26,CUST361,Male,18.0,Beauty,4.0,188.0,752.0,
89776.0,2024-01-26,CUST642,Male,32.0,Beauty,1.0,177.0,177.0,
69512.0,2024-01-26,CUST871,Female,45.0,Groceries,2.0,308.0,616.0,
89699.0,2024-01-26,CUST808,Male,18.0,Furniture,1.0,325.0,325.0,
13956.0,2024-01-26,CUST800,Female,42.0,Beauty,4.0,64.0,256.0,
54881.0,2024-01-27,CUST579,Male,48.0,Electronics,1.0,331.0,331.0,
27902.0,2024-01-27,CUST795,Male,40.0,Electronics,3.0,221.0,663.0,
68591.0,2024-01-27,CUST519,Female,55.0,Clothing,3.0,207.0,621.0,
96815.0,2024-01-27,CUST292,Male,51.0,Clothing,4.0,13.0,52.0,
55880.0,2024-01-27,CUST115,Female,54.0,Groceries,3.0,485.0,1455.0,
56192.0,2024-01-27,CUST239,Female,48.0,Beauty,1.0,426.0,426.0,
93989.0,2024-01-27,CUST835,Male,32.0,Groceries,3.0,53.0,159.0,
80288.0,2024-01-27,CUST233,Female,46.0,Clothing,2.0,143.0,286.0,
14539.0,2024-01-27,CUST649,Female,47.0,Groceries,4.0,398.0,1592.0,
89726.0,2024-01-27,CUST745,Female,55.0,Groceries,2.0,372.0,744.0,
30587.0,2024-01-27,CUST785,Male,45.0,Beauty,4.0,413.0,1652.0,
20531.0,2024-01-27,CUST578,Male,29.0,Clothing,2.0,220.0,440.0,
97288.0,2024-01-28,CUST598,Female,49.0,Clothing,3.0,141.0,423.0,
47746.0,2024-01-28,CUST911,Female,49.0,Clothing,4.0,135.0,540.0,
91499.0,2024-01-28,CUST422,Female,58.0,Groceries,4.0,372.0,1488.0,
16814.0,2024-01-28,CUST308,Female,60.0,Furniture,4.0,61.0,244.0,
71575.0,2024-01-28,CUST713,Male,39.0,Electronics,1.0,213.0,213.0,
25670.0,2024-01-28,CUST905,Female,24.0,Furniture,3.0,246.0,738.0,
64565.0,2024-01-28,CUST253,Male,41.0,Electronics,1.0,495.0,495.0,
37380.0,2024-01-28,CUST144,Male,42.0,Clothing,4.0,275.0,1100.0,
35969.0,2024-01-28,CUST715,Male,32.0,Groceries,1.0,312.0,312.0,
