Date,Sales,Product Category,Transaction ID,Customer ID,Gender,Age,Quantity,Price per Unit,Total Amount
2024-07-01,,Groceries,56116.0,CUST527,Female,46.0,1.0,65.0,65.0
2024-07-01,,Furniture,42534.0,CUST599,Female,39.0,4.0,149.0,596.0
2024-07-01,,Groceries,96036.0,CUST157,Female,38.0,3.0,278.0,834.0
2024-07-01,,Clothing,81686.0,CUST927,Female,32.0,1.0,398.0,398.0
2024-07-01,,Electronics,94008.0,CUST138,Female,25.0,1.0,103.0,103.0
2024-08-01,,Clothing,90003.0,CUST444,Female,25.0,1.0,405.0,405.0
2024-08-01,,Groceries,77700.0,CUST967,Female,50.0,2.0,51.0,102.0
2024-08-01,,Clothing,46359.0,CUST929,Female,62.0,3.0,322.0,966.0
2024-08-01,,Furniture,49887.0,CUST660,Male,45.0,4.0,236.0,944.0
2024-08-01,,Clothing,74840.0,CUST839,Female,19.0,3.0,404.0,1212.0
2024-08-01,,Groceries,29621.0,CUST802,Female,56.0,4.0,466.0,1864.0
2024-08-01,,Clothing,30044.0,CUST998,Female,43.0,3.0,493.0,1479.0
2024-08-01,,Furniture,97444.0,CUST386,Female,38.0,2.0,300.0,600.0
2024-08-01,,Electronics,24590.0,CUST652,Male,64.0,3.0,79.0,237.0
2024-08-01,,Electronics,60146.0,CUST209,Female,63.0,3.0,73.0,219.0
2024-08-01,,Electronics,88448.0,CUST283,Male,22.0,1.0,180.0,180.0
2024-08-01,,Clothing,26980.0,CUST118,Female,46.0,1.0,190.0,190.0
2024-08-01,,Furniture,12720.0,CUST966,Male,20.0,1.0,321.0,321.0
2024-08-01,,Clothing,17352.0,CUST970,Male,22.0,2.0,227.0,454.0
2024-08-01,,Beauty,82584.0,CUST434,Female,43.0,4.0,304.0,1216.0
2024-08-01,,Beauty,30485.0,CUST307,Female,63.0,3.0,385.0,1155.0
2024-09-01,,Electronics,25566.0,CUST268,Female,26.0,1.0,68.0,68.0
2024-09-01,,Groceries,99186.0,CUST957,Female,47.0,1.0,364.0,364.0
2024-09-01,,Groceries,36319.0,CUST625,Female,30.0,4.0,68.0,272.0
2024-09-01,,Beauty,96784.0,CUST600,Male,48.0,1.0,33.0,33.0
2024-09-01,,Electronics,39303.0,CUST865,Female,32.0,4.0,337.0,1348.0
2024-09-01,,Beauty,85086.0,CUST174,Female,51.0,1.0,15.0,15.0
2024-10-01,,Beauty,68040.0,CUST293,Male,50.0,2.0,454.0,908.0
2024-10-01,,Clothing,48370.0,CUST364,Female,19.0,2.0,462.0,924.0
2024-10-01,,Beauty,32758.0,CUST724,Male,18.0,1.0,169.0,169.0
2024-10-01,,Clothing,88398.0,CUST248,Female,36.0,3.0,263.0,789.0
2024-10-01,,Beauty,27258.0,CUST874,Male,54.0,3.0,270.0,810.0
2024-10-01,,Clothing,71012.0,CUST642,Male,62.0,1.0,335.0,335.0
2024-10-01,,Beauty,96852.0,CUST688,Male,63.0,1.0,150.0,150.0
2024-10-01,,Beauty,14200.0,CUST769,Male,43.0,3.0,452.0,1356.0
2024-11-01,,Clothing,93254.0,CUST432,Male,32.0,3.0,388.0,1164.0
2024-11-01,,Electronics,83785.0,CUST228,Female,36.0,4.0,302.0,1208.0
2024-11-01,,Furniture,61549.0,CUST467,Male,51.0,1.0,316.0,316.0
2024-11-01,,Groceries,69839.0,CUST764,Male,34.0,2.0,36.0,72.0
2024-11-01,,Clothing,50481.0,CUST431,Male,29.0,2.0,409.0,818.0
2024-11-01,,Clothing,56609.0,CUST837,Male,18.0,4.0,208.0,832.0
2024-11-01,,Electronics,40134.0,CUST281,Male,23.0,3.0,454.0,1362.0
2024-11-01,,Clothing,66643.0,CUST694,Male,41.0,2.0,352.0,704.0
2024-11-01,,Clothing,24713.0,CUST872,Male,32.0,2.0,491.0,982.0
2024-11-01,,Electronics,21044.0,CUST686,Male,37.0,1.0,135.0,135.0
2024-11-01,,Electronics,11577.0,CUST542,Male,58.0,4.0,211.0,844.0
2024-11-01,,Clothing,75231.0,CUST259,Male,61.0,3.0,363.0,1089.0
2024-11-01,,Beauty,97870.0,CUST785,Male,29.0,1.0,235.0,235.0
2024-11-01,,Furniture,62581.0,CUST936,Male,37.0,1.0,493.0,493.0
2024-12-01,,Electronics,88563.0,CUST689,Male,55.0,4.0,494.0,1976.0
2024-12-01,,Furniture,16328.0,CUST828,Female,29.0,1.0,406.0,406.0
2024-12-01,,Furniture,87861.0,CUST206,Female,34.0,3.0,159.0,477.0
2024-12-01,,Clothing,51907.0,CUST397,Male,63.0,2.0,122.0,244.0
2024-12-01,,Groceries,85480.0,CUST269,Female,30.0,3.0,317.0,951.0
2024-12-01,,Clothing,93314.0,CUST296,Female,49.0,1.0,461.0,461.0
2024-12-01,,Groceries,81713.0,CUST794,Male,51.0,1.0,462.0,462.0
2024-12-01,,Clothing,89437.0,CUST725,Female,46.0,4.0,449.0,1796.0
2024-12-01,,Clothing,59183.0,CUST803,Male,47.0,1.0,219.0,219.0
2024-12-01,,Furniture,60328.0,CUST282,Female,42.0,4.0,22.0,88.0
2024-12-01,,Electronics,79429.0,CUST899,Female,56.0,2.0,407.0,814.0
2024-12-01,,Groceries,60075.0,CUST609,Female,18.0,3.0,265.0,795.0
2024-12-01,,Groceries,51943.0,CUST757,Female,51.0,4.0,312.0,1248.0
2024-12-01,,Furniture,80565.0,CUST797,Female,52.0,1.0,419.0,419.0
,,Groceries,80692.0,CUST491,Female,27.0,4.0,383.0,1532.0
,,Electronics,92826.0,CUST235,Male,47.0,2.0,177.0,354.0
,,Clothing,47416.0,CUST150,Female,42.0,1.0,203.0,203.0
,,Groceries,11839.0,CUST943,Female,49.0,4.0,440.0,1760.0
,,Electronics,80714.0,CUST294,Female,23.0,1.0,158.0,158.0
,,Beauty,14348.0,CUST476,Male,19.0,2.0,222.0,444.0
,,Beauty,54421.0,CUST793,Male,52.0,2.0,481.0,962.0
,,Furniture,52962.0,CUST876,Male,49.0,3.0,385.0,1155.0
,,Furniture,57007.0,CUST437,Female,63.0,3.0,397.0,1191.0
,,Beauty,24477.0,CUST883,Female,25.0,4.0,288.0,1152.0
,,Groceries,41500.0,CUST856,Female,33.0,4.0,286.0,1144.0
,,Clothing,57431.0,CUST165,Female,47.0,3.0,14.0,42.0
,,Electronics,76136.0,CUST513,Male,56.0,1.0,426.0,426.0
,,Furniture,81291.0,CUST565,Female,37.0,2.0,210.0,420.0
,,Electronics,42157.0,CUST138,Female,62.0,2.0,366.0,732.0
,,Electronics,15925.0,CUST422,Male,53.0,3.0,413.0,1239.0
,,Clothing,99637.0,CUST222,Male,62.0,1.0,113.0,113.0
,,Clothing,63230.0,CUST254,Female,27.0,1.0,169.0,169.0
,,Furniture,68889.0,CUST184,Female,53.0,2.0,275.0,550.0
,,Furniture,65920.0,CUST225,Female,56.0,2.0,86.0,172.0
,,Groceries,71762.0,CUST780,Male,38.0,4.0,139.0,556.0
,,Furniture,86172.0,CUST648,Male,37.0,3.0,59.0,177.0
,,Electronics,89275.0,CUST390,Male,64.0,3.0,356.0,1068.0
,,Furniture,32347.0,CUST865,Male,64.0,2.0,317.0,634.0
,,Furniture,20111.0,CUST664,Male,42.0,4.0,24.0,96.0
,,Beauty,54058.0,CUST275,Male,33.0,2.0,224.0,448.0
,,Groceries,38512.0,CUST820,Male,45.0,2.0,173.0,346.0
,,Beauty,19848.0,CUST117,Male,35.0,2.0,490.0,980.0
,,Electronics,21980.0,CUST515,Female,61.0,2.0,239.0,478.0
,,Furniture,39536.0,CUST154,Male,60.0,4.0,184.0,736.0
,,Groceries,27562.0,CUST465,Male,56.0,1.0,196.0,196.0
,,Clothing,44347.0,CUST222,Male,46.0,2.0,129.0,258.0
,,Groceries,58052.0,CUST594,Female,39.0,2.0,482.0,964.0
,,Groceries,79950.0,CUST115,Female,28.0,4.0,135.0,540.0
,,Furniture,70208.0,CUST290,Male,31.0,3.0,382.0,1146.0
,,Electronics,58870.0,CUST699,Male,39.0,4.0,314.0,1256.0
,,Furniture,61459.0,CUST891,Male,32.0,3.0,404.0,1212.0
,,Clothing,47434.0,CUST278,Male,60.0,1.0,229.0,229.0
,,Clothing,67305.0,CUST168,Male,29.0,4.0,107.0,428.0
,,Electronics,37001.0,CUST718,Female,52.0,2.0,147.0,294.0
,,Electronics,74695.0,CUST672,Female,28.0,1.0,94.0,94.0
,,Electronics,81787.0,CUST265,Male,21.0,1.0,27.0,27.0
,,Clothing,41434.0,CUST831,Female,62.0,1.0,391.0,391.0
,,Furniture,58030.0,CUST892,Male,25.0,3.0,242.0,726.0
,,Clothing,71780.0,CUST337,Male,23.0,4.0,173.0,692.0
,,Groceries,96335.0,CUST830,Female,23.0,2.0,316.0,632.0
,,Beauty,81612.0,CUST524,Female,46.0,4.0,241.0,964.0
,,Clothing,99392.0,CUST722,Female,55.0,4.0,41.0,164.0
,,Clothing,99392.0,CUST131,Male,54.0,2.0,187.0,374.0
,,Beauty,86393.0,CUST817,Male,26.0,2.0,304.0,608.0
,,Groceries,21757.0,CUST587,Female,28.0,3.0,145.0,435.0
,,Electronics,73720.0,CUST372,Male,44.0,2.0,279.0,558.0
,,Clothing,94256.0,CUST273,Male,42.0,3.0,249.0,747.0
,,Beauty,93836.0,CUST112,Female,29.0,4.0,230.0,920.0
,,Beauty,50545.0,CUST133,Male,46.0,3.0,138.0,414.0
,,Electronics,85349.0,CUST834,Male,43.0,1.0,429.0,429.0
,,Clothing,91594.0,CUST975,Female,54.0,2.0,148.0,296.0
,,Electronics,91318.0,CUST581,Female,45.0,2.0,160.0,320.0
,,Furniture,20336.0,CUST125,Female,25.0,4.0,228.0,912.0
,,Beauty,48832.0,CUST604,Male,20.0,3.0,445.0,1335.0
,,Beauty,88018.0,CUST190,Male,25.0,3.0,50.0,150.0
,,Electronics,10157.0,CUST933,Male,21.0,4.0,21.0,84.0
,,Beauty,18752.0,CUST441,Male,31.0,1.0,252.0,252.0
,,Electronics,12216.0,CUST371,Female,21.0,3.0,419.0,1257.0
,,Groceries,57784.0,CUST263,Female,21.0,2.0,423.0,846.0
,,Groceries,78218.0,CUST465,Male,54.0,3.0,223.0,669.0
,,Furniture,64551.0,CUST863,Female,50.0,4.0,47.0,188.0
,,Groceries,92295.0,CUST414,Female,24.0,1.0,439.0,439.0
,,Beauty,55246.0,CUST760,Female,21.0,3.0,409.0,1227.0
,,Furniture,70515.0,CUST361,Female,53.0,3.0,11.0,33.0
,,Electronics,67770.0,CUST857,Female,42.0,4.0,136.0,544.0
,,Electronics,43843.0,CUST154,Male,57.0,3.0,268.0,804.0
,,Beauty,67272.0,CUST743,Male,55.0,2.0,326.0,652.0
,,Beauty,86284.0,CUST771,Male,50.0,4.0,373.0,1492.0
,,Furniture,14895.0,CUST707,Male,28.0,1.0,137.0,137.0
,,Clothing,68280.0,CUST861,Female,60.0,3.0,416.0,1248.0
,,Furniture,18274.0,CUST649,Female,53.0,3.0,148.0,444.0
,,Furniture,92414.0,CUST245,Male,46.0,4.0,304.0,1216.0
,,Clothing,84241.0,CUST399,Male,53.0,1.0,470.0,470.0
,,Groceries,35841.0,CUST252,Male,18.0,2.0,321.0,642.0
,,Electronics,34333.0,CUST275,Female,37.0,1.0,422.0,422.0
,,Furniture,23197.0,CUST274,Male,22.0,2.0,332.0,664.0
,,Clothing,31811.0,CUST713,Female,59.0,4.0,41.0,164.0
,,Groceries,23238.0,CUST456,Female,37.0,3.0,256.0,768.0
,,Clothing,19092.0,CUST922,Female,20.0,1.0,31.0,31.0
,,Beauty,23033.0,CUST925,Male,28.0,4.0,74.0,296.0
,,Groceries,24297.0,CUST953,Female,40.0,2.0,323.0,646.0
,,Electronics,59521.0,CUST783,Female,50.0,2.0,453.0,906.0
,,Furniture,82317.0,CUST275,Female,62.0,1.0,237.0,237.0
,,Groceries,56079.0,CUST784,Male,33.0,3.0,336.0,1008.0
,,Groceries,59404.0,CUST453,Male,20.0,2.0,304.0,608.0
,,Furniture,85747.0,CUST186,Female,23.0,2.0,47.0,94.0
,,Electronics,55400.0,CUST122,Female,31.0,1.0,457.0,457.0
,,Clothing,86465.0,CUST885,Female,44.0,3.0,481.0,1443.0
,,Electronics,30944.0,CUST664,Female,63.0,3.0,270.0,810.0
,,Electronics,11686.0,CUST188,Female,50.0,1.0,11.0,11.0
,,Groceries,68833.0,CUST568,Male,42.0,2.0,185.0,370.0
,,Groceries,79201.0,CUST228,Female,61.0,1.0,100.0,100.0
,,Electronics,68302.0,CUST226,Male,40.0,3.0,166.0,498.0
,,Groceries,86366.0,CUST786,Female,47.0,3.0,312.0,936.0
,,Furniture,56046.0,CUST483,Male,41.0,3.0,194.0,582.0
,,Clothing,65113.0,CUST455,Female,28.0,1.0,40.0,40.0
,,Groceries,60991.0,CUST883,Female,41.0,2.0,382.0,764.0
,,Clothing,72291.0,CUST567,Male,21.0,1.0,53.0,53.0
,,Electronics,55669.0,CUST811,Male,64.0,1.0,225.0,225.0
,,Clothing,62224.0,CUST709,Female,48.0,1.0,395.0,395.0
,,Furniture,55069.0,CUST741,Female,44.0,3.0,429.0,1287.0
,,Electronics,39995.0,CUST452,Female,21.0,1.0,43.0,43.0
,,Furniture,89199.0,CUST433,Female,58.0,2.0,280.0,560.0
,,Clothing,49262.0,CUST313,Female,53.0,4.0,241.0,964.0
,,Groceries,86254.0,CUST249,Female,60.0,2.0,290.0,580.0
,,Clothing,15871.0,CUST509,Female,55.0,1.0,356.0,356.0
,,Electronics,31334.0,CUST230,Male,46.0,3.0,205.0,615.0
,,Beauty,13988.0,CUST614,Male,30.0,2.0,291.0,582.0
,,Clothing,47976.0,CUST822,Male,55.0,4.0,220.0,880.0
,,Beauty,74934.0,CUST143,Male,22.0,1.0,445.0,445.0
,,Beauty,11486.0,CUST692,Female,47.0,3.0,308.0,924.0
,,Groceries,13296.0,CUST624,Male,59.0,3.0,226.0,678.0
,,Furniture,23412.0,CUST482,Male,45.0,4.0,415.0,1660.0
,,Clothing,45501.0,CUST881,Male,29.0,1.0,350.0,350.0
,,Beauty,73370.0,CUST729,Female,38.0,2.0,288.0,576.0
,,Beauty,96703.0,CUST376,Female,60.0,4.0,472.0,1888.0
,,Furniture,56917.0,CUST300,Female,54.0,2.0,255.0,510.0
,,Clothing,30399.0,CUST102,Male,43.0,2.0,93.0,186.0
,,Furniture,13883.0,CUST192,Male,19.0,3.0,416.0,1248.0
,,Electronics,95443.0,CUST936,Male,33.0,4.0,338.0,1352.0
,,Furniture,51084.0,CUST265,Male,57.0,3.0,209.0,627.0
,,Furniture,57828.0,CUST951,Male,54.0,3.0,463.0,1389.0
,,Furniture,15428.0,CUST372,Male,29.0,3.0,119.0,357.0
,,Furniture,75906.0,CUST347,Male,54.0,1.0,372.0,372.0
,,Clothing,31408.0,CUST408,Male,63.0,3.0,455.0,1365.0
,,Clothing,29517.0,CUST485,Male,49.0,3.0,483.0,1449.0
,,Beauty,15470.0,CUST924,Female,36.0,1.0,96.0,96.0
,,Furniture,22306.0,CUST564,Female,62.0,1.0,481.0,481.0
,,Beauty,48851.0,CUST724,Female,31.0,2.0,296.0,592.0
,,Groceries,11880.0,CUST165,Female,43.0,1.0,120.0,120.0
,,Electronics,97722.0,CUST600,Male,24.0,1.0,390.0,390.0
,,Beauty,13071.0,CUST870,Female,24.0,3.0,38.0,114.0
,,Furniture,99076.0,CUST694,Male,27.0,3.0,43.0,129.0
,,Groceries,86416.0,CUST350,Female,63.0,2.0,250.0,500.0
,,Beauty,56129.0,CUST902,Female,40.0,3.0,77.0,231.0
,,Beauty,29002.0,CUST722,Male,19.0,1.0,475.0,475.0
,,Electronics,75351.0,CUST324,Male,30.0,1.0,318.0,318.0
,,Groceries,21319.0,CUST282,Male,38.0,2.0,364.0,728.0
,,Furniture,72793.0,CUST655,Female,26.0,3.0,51.0,153.0
,,Groceries,85821.0,CUST903,Male,26.0,3.0,150.0,450.0
,,Furniture,68030.0,CUST510,Male,56.0,4.0,444.0,1776.0
,,Furniture,84721.0,CUST332,Female,29.0,3.0,434.0,1302.0
,,Furniture,33347.0,CUST908,Male,26.0,4.0,132.0,528.0
,,Groceries,49689.0,CUST687,Male,24.0,4.0,176.0,704.0
,,Groceries,71532.0,CUST157,Female,27.0,1.0,176.0,176.0
,,Beauty,73514.0,CUST910,Male,23.0,1.0,144.0,144.0
,,Electronics,31501.0,CUST939,Female,18.0,1.0,467.0,467.0
,,Beauty,22839.0,CUST361,Male,18.0,4.0,188.0,752.0
,,Beauty,89776.0,CUST642,Male,32.0,1.0,177.0,177.0
,,Groceries,69512.0,CUST871,Female,45.0,2.0,308.0,616.0
,,Furniture,89699.0,CUST808,Male,18.0,1.0,325.0,325.0
,,Beauty,13956.0,CUST800,Female,42.0,4.0,64.0,256.0
,,Electronics,54881.0,CUST579,Male,48.0,1.0,331.0,331.0
,,Electronics,27902.0,CUST795,Male,40.0,3.0,221.0,663.0
,,Clothing,68591.0,CUST519,Female,55.0,3.0,207.0,621.0
,,Clothing,96815.0,CUST292,Male,51.0,4.0,13.0,52.0
,,Groceries,55880.0,CUST115,Female,54.0,3.0,485.0,1455.0
,,Beauty,56192.0,CUST239,Female,48.0,1.0,426.0,426.0
,,Groceries,93989.0,CUST835,Male,32.0,3.0,53.0,159.0
,,Clothing,80288.0,CUST233,Female,46.0,2.0,143.0,286.0
,,Groceries,14539.0,CUST649,Female,47.0,4.0,398.0,1592.0
,,Groceries,89726.0,CUST745,Female,55.0,2.0,372.0,744.0
,,Beauty,30587.0,CUST785,Male,45.0,4.0,413.0,1652.0
,,Clothing,20531.0,CUST578,Male,29.0,2.0,220.0,440.0
,,Clothing,97288.0,CUST598,Female,49.0,3.0,141.0,423.0
,,Clothing,47746.0,CUST911,Female,49.0,4.0,135.0,540.0
,,Groceries,91499.0,CUST422,Female,58.0,4.0,372.0,1488.0
,,Furniture,16814.0,CUST308,Female,60.0,4.0,61.0,244.0
,,Electronics,71575.0,CUST713,Male,39.0,1.0,213.0,213.0
,,Furniture,25670.0,CUST905,Female,24.0,3.0,246.0,738.0
,,Electronics,64565.0,CUST253,Male,41.0,1.0,495.0,495.0
,,Clothing,37380.0,CUST144,Male,42.0,4.0,275.0,1100.0
,,Groceries,35969.0,CUST715,Male,32.0,1.0,312.0,312.0
,,Electronics,69292.0,CUST123,Female,26.0,2.0,41.0,82.0
,,Beauty,28009.0,CUST976,Female,60.0,4.0,292.0,1168.0
,,Electronics,97510.0,CUST704,Male,39.0,1.0,205.0,205.0
,,Beauty,66651.0,CUST435,Male,41.0,3.0,309.0,927.0
,,Furniture,22697.0,CUST763,Male,59.0,3.0,185.0,555.0
,,Furniture,60090.0,CUST794,Male,45.0,2.0,40.0,80.0
,,Furniture,14464.0,CUST257,Male,26.0,2.0,243.0,486.0
,,Beauty,87452.0,CUST489,Male,62.0,3.0,375.0,1125.0
,,Beauty,92172.0,CUST600,Male,52.0,3.0,266.0,798.0
,,Beauty,63517.0,CUST686,Female,21.0,2.0,78.0,156.0
,,Groceries,50502.0,CUST813,Female,32.0,3.0,384.0,1152.0
,,Groceries,72640.0,CUST728,Female,23.0,1.0,146.0,146.0
,,Groceries,25613.0,CUST583,Male,19.0,2.0,126.0,252.0
,,Electronics,73670.0,CUST836,Female,38.0,4.0,283.0,1132.0
,,Groceries,35280.0,CUST366,Female,59.0,4.0,38.0,152.0
,,Beauty,43662.0,CUST113,Female,44.0,3.0,59.0,177.0
,,Clothing,99921.0,CUST684,Male,28.0,4.0,187.0,748.0
,,Electronics,21602.0,CUST356,Female,44.0,4.0,259.0,1036.0
,,Groceries,16053.0,CUST391,Male,56.0,1.0,334.0,334.0
,,Groceries,72763.0,CUST286,Female,62.0,3.0,482.0,1446.0
,,Furniture,23369.0,CUST536,Female,36.0,4.0,410.0,1640.0
,,Clothing,56989.0,CUST239,Female,48.0,1.0,415.0,415.0
,,Electronics,29270.0,CUST944,Male,30.0,4.0,302.0,1208.0
,,Beauty,46724.0,CUST931,Male,52.0,2.0,207.0,414.0
,,Electronics,69544.0,CUST772,Female,42.0,4.0,188.0,752.0
,,Furniture,84287.0,CUST882,Female,64.0,3.0,370.0,1110.0
,,Furniture,41580.0,CUST770,Female,49.0,4.0,461.0,1844.0
,,Clothing,75081.0,CUST247,Male,30.0,1.0,336.0,336.0
,,Electronics,33164.0,CUST823,Male,42.0,2.0,359.0,718.0
